conversation_id,text,label
1704973104152523012,おにまいコラボカフェｗ
1704973104152523012,それは24日のお楽しみ??
1704973104152523012,注文特典のカードあるから、可能なら行けるだけ行っておいて損はない、コラボカフェｗ
1704973104152523012,今の時間はやってるとこ少ないですからね。自分がバスで来たときは秋葉にある(少し歩く)銭湯行ったりネカフェで時間まで休んだりマック行ったりしてました
1704973104152523012,自分もさっきマック行ってきました??銭湯いいですね、夜行バスでバキバキになったからだを癒しに行こう…。
1704973104152523012,予約してないけど行けるか…？
1704973104152523012,空きがあれば入れてくれるようだ、待つの前提だがｗ
1704973104152523012,なかなかキツそう??
1704973104152523012,??
1704973104152523012,行きたいところがありませんか
1704973104152523012,そうですね、パチンk…ｹﾞﾌﾝｹﾞﾌﾝ(^q^)\nゲーセンでも行こうかしら
1704973104152523012,財布崩壊??????
1704973104152523012,ひもじくなる??
1704973104152523012,浅草とか行けば？
1704973104152523012,浅草って何かある？
1704973104152523012,美味しいもの
1704973104152523012,美味しいものかぁ。何があるかな
1704973104152523012,ググれ
1704973104152523012,( ???)パァ
1704973104152523012,今どこいるの？
1704973104152523012,まだアキバ
1704973104152523012,渋谷とか原宿に行ってみたら？\n楽しいよきっと
1704973104152523012,いってみるわ
1704973104152523012,新宿行けばじょかさんに会えるよ?
1704973104152523012,町田も楽しいよ??
1704973104152523012,皮肉ですか^ ^
1704495699931357338,バーサーカー、ちょっとほっとくと謎の税法解釈で勝手に要件から外れるor外れそうなことするので、ホンマにはよパージしたい。
1704495699931357338,税法解釈って、解釈できるような理性があるんです？
1704495699931357338,その理性が無いので自分の都合の良いように解釈するんですね。
1704495699931357338,前の職場のバーサー課長まんまやないですかw
1704495699931357338,会社法とか、公益認定法等でもそうでしたけど、解釈したいなら学者とかアカデミックな道にお進みください。無資格かつ知識もなく法文の読み方も理解されてないのに解釈をされても困ります。\nというのが法卒の人間からの皮肉です。
1704722893014438019,生きてるうちに一度は見てみたい\n「WBCの組み合わせ抽選会」,2
1704722893014438019,・ドミニカ\n・キューバ\n・ベネズエラ\nとのガチの死の組とかみたいですね。,2
1704722893014438019,そうそう\n1次ラウンドでそれが見たいんですよ\n会場もメキシコとかプエルトリコとかベネゼエラとかで,1
1704722893014438019,どうせ後で日本やアメリカ有利に組み替えられるから無意味だけども。,2
1704722893014438019,それめっちゃ見たいです！\n世界一親日の台湾でさえ完全アウェイ扱いしてた球界が本物のアウェイでどこまで戦えるかとかね,2
1704722893014438019,ガッツリ時差があって\n日本食なんか逆立ちしても出てこないような辺境での試合が見たいんですよ・・,1
1704722893014438019,今年1番笑わせて頂きましたwww\n最高の皮肉ですねwww,2
1704722893014438019,タトゥーだらけのいかつい連中が発煙筒炊きまくったりとか360度髭モジャの白装束の男達がお経を拡声器で歌いながらの中での試合とかですね笑,2
1704722893014438019,そうそう\nそれそれ\n(ただしお客さんの熱量が皆無で、残飯漁りに来たカモメばかり目立つって可能性も),2
1705069051910013253,人の遺伝子や才能、信用度などで格付けされ続ける近未来でA判定をもらい続けてた人が転生先の異世界でステータス全部Fになってしまい人は評価システムで測れないことを証明していく話,1
1705069051910013253,5年くらい前の漫画にありそう,2
1705069051910013253,面白そうではあるものの　どうやって証明するのが難しそうではある,2
1705069051910013253,努力論と自己責任論で異世界人をバチボコにします,1
1705069051910013253,よくある展開ですね\n判定機能の説得力が死ぬからあまり好きじゃないんですよね・・・,2
1705069051910013253,高度な皮肉です,2
1705069051910013253,ようはやってる事ってステータスオープンからのハズレ職　ハズレスキルですからね\n努力ではどうにもできない事を努力で解決するからおかしな事になるんですよね・・・,2
1705069051910013253,ハズレスキルもハズレ職もないです\nこれはあくまでステータスで評価されていない努力遺伝子を持ってる主人公というだけなので,2
1705069051910013253,それでもFをひっくり返すのはちょっと無理があるかな・・・と,2
1705023140013953103,なんで中古グッズを元より高い値段で売ろうとするんですかw,1
1705023140013953103,多分自分の手垢に価値を感じてるのよ,1
1705023140013953103,価値観は人それぞれだもんな,1
1705023140013953103,個人的には価値が上がってる物などは安く出すど転売ヤーに買われるからってのとメルカリだと販売手数料や送料とかで20％割増は理解出来る範疇\n常識人ならサインとか価値が高い物を手放す場合は知り合いに定価＋α程度で譲るからメルカリに出ない,2
1705023140013953103,いやわかってる……あくまで皮肉です……,2
1704661739713995202,「イギリスでは大人は甘いパンを食べない」\n\n日本はジェンダー平等についてイギリスと比べて「40年遅れて」いる、と抜かした大使様だもんで、こーいうセリフも「またか」と感じられてまうな（苦笑,1
1704661739713995202,イギリスってそもそも食べ物を食べてたっけ？,2
1704661739713995202,ベジマイトは豪州じゃなかった? 本家はマーマイト,2
1704661739713995202,そうかも。どっちにしてもアレ食べてる時点で甘いパンを否定することを誇るのはいかがなものかと,2
1704661739713995202,地元でも販売してほしい。,2
1704661739713995202,イギリスに甘いパンがあるんですかねぇ（ﾆﾁｬｧ）,2
1704661739713995202,イギリスは食文化破壊により他国産メニューか食卓に置いてから自分で好きに味付けする文化に変わったからな。,2
1704661739713995202,これ単に、大人はあんまり甘い物食べないんだよね?位の話なんじゃない？知らんけど。,2
1704661739713995202,「イギリスでは大人は甘いパンを食べない」X、「イギリスではまともな甘いパンが無い」〇、だと思うのですが…あいつらの味覚センス考えるとｗｗｗ,2
1704661739713995202,何が悪いんだ…?,2
1704661739713995202,むしろイギリスって甘いパン作れるのかな\nパンにぶつ切りのうなぎ入れたりしないのかな,2
1704661739713995202,日本人はうまいもん食べるためならプライドや命を捨てるのも厭わない民族なのでね。そんなしょうもないプライドを捨てきれない向こうの方が子供っぽい。,2
1704661739713995202,森喜朗が「女は話が長い」と失言した時も、LGBT法案成立の時も、欧米西側各国の大使館が「白人の責務」よろしく日本政府、日本人に指導したよね。,2
1704661739713995202,40年遅れてるのは事実,2
1704661739713995202,美味しい料理も食べないんですよね？(偏見です
1704661739713995202,嫌味とかじゃなくて単に自国民の傾向を発言しただけなんじゃないんですかね...
1704661739713995202,有難うございます??
1704661739713995202,男女平等の方のジェンダーはどうか知らないけれど、トランスの方はこれですわ。こんな未来いらないよ。\nhttps://t.co/qaYtLH43vb
1704661739713995202,その後の「こういったパンが広まっているのはいいことですね」を見るに馬鹿にしてるってわけでもないでしょ？\nちょっと外国コンプレックス拗らせちゃってない？
1704661739713995202,政治的・歴史的に日本は長らく米英の傀儡で奴隷なんだから、礼節を以て接する必要は無い。\n宗主国の対応として至極真っ当。\n\n自分達が奴隷である事を認識出来ない馬鹿なジャップ（ゆうけんしゃ）が悪い。
1704661739713995202,英国大使「イギリスには甘くて美味しいパンがない」
1704661739713995202,イギリスには美味いパン屋は無いから大人は食べられないって訳せよ
1704661739713995202,"＞「イギリスでは大人は甘いパンを食べない」\n\n昔、イギリスの料理人であるジェイミー・オリヴァー氏の番組を観てたのもあり、『イギリスでの食生活を考えたら""子供の頃からの偏食で舌が肥えずじまいで大人になった頃にはその改善が手遅れに""との悪循環に陥っているからなんだろう』と思いました。??"
1704661739713995202,欧米にかぶれるまで日本はお茶を甘くして飲むなんて習慣はなかったんですよ
1704661739713995202,「これが我が国のナショナルローフです」
1704661739713995202,そもそも、「美味い食事がない」のでは？
1704661739713995202,関西人が会話でもオチを意識して話すのと同じく、イギリス人は皮肉を言わないと死んでしまう病気ですからね。
1704661739713995202,スコーンとパン、クッキーを同一視すると戦争になるぞ
1704661739713995202,ケーキかビスケットかで税金が変わった国なので
1704661739713995202,いやいやこれはイギリス料理の問題では\nイギリスには大人が食べて美味しいと思えるほどの\n美味しい甘いパンが無いんだよ…可哀想だよ…
1704661739713995202,いや別に嫌味とかじゃなくて、うち(イギリス)はそういう文化だよってだけじゃない？
1704661739713995202,シャ！スコーンもーらい！
1704661739713995202,メシマズ大国の人に食い物のことを言われてもなぁ
1704661739713995202,まあパンって向こうの人からすると米みたいなもんですからねw\n甘いコメを食べる人が来たらこういうコメントをするのもなんとなくわかりますw
1704661739713995202,「食べてるんだけど」という証言がまた一つ\nhttps://t.co/2wR9VfGpTk
1704661739713995202,さすがブリカス。皮肉めいた発言をしないと、逆に口が曲がるんだろう。
1704661739713995202,・まず、海外ではふわふわしたパンはない（ぼそぼそしたパン）\n・海外のパンは美味しくない（米で言うなら玄米）\n・海外の甘いパンはクソ甘いので大人は食べれない
1704661739713995202,＞「イギリスでは大人は甘いパンを食べない」\n朝食でも午後の茶席でも甘いパンやスコーンは、幾度かご一緒させて頂きましたが…アレはお客様をもてなす為の味だったという事？
1704661739713995202,甘いマーガリンが挟んでいない、山型食パン(写真右側)もトースト美味しいよ。
1704661739713995202,まあこれがイギリスですから、見守ってるといいです
1704661739713995202,「イギリスとはイングランドのみ」っていう考えだったのかもしれんなー。\nしっかし、大使ともあろう人がそれでええんか、という\nhttps://t.co/eUXEdDeAS5
1704661739713995202,おはぎありますやん。
1704661739713995202,美味しいもの知らんだけでは？
1704661739713995202,おはぎもそうだし桜餅もそうだな\n少なくとも京都では\nきな粉もちも甘いよな
1704661739713995202,記事を読む限りでは交流に微笑ましく思いました。大使の「40年遅れてる」発言には反論したい部分もありましたが、今回の「イギリスでは大人は甘いパンは食べない」は、あちらではケーキを食べるのが習慣だからだと思うのですが。
1704661739713995202,食い物に関してイギリス人にだけはあれこれ言われたくないですわ。
1704661739713995202,これの会社かな？ https://t.co/KDuMSaBFJR
1704661739713995202,フランスにも甘いパンのジャンルはありますが、日本のようにふわふわではなくしっかりとした生地でサクサク、カリカリした感じですね。あと種類が少ない。
1704661739713995202,飯が不味い国が味付けに文句いったところでなぁ・・・
1704661739713995202,「でもおマエの国の食いもんまずいじゃん」で粉砕される話
1704661739713995202,処理水の排出は日本経済にどのような影響を与えるのでしょうか？どの株式に注目すべきでしょうか?どのような準備が必要ですか?一緒に山崎養世先生のアドバイスを聞いて、投資の道でさらに前進していきましょう！ \nこれは先生のLINEです、https://t.co/6vFaQaymUz
1704661739713995202,この大使から「私たちともっと仲良くしたければ日本は死刑制度をやめるべきだ」と言われたという政府関係者も。
1704661739713995202,世界で一番店舗数の多い飲食店であるサブウェイで提供されているサンドイッチのパンは砂糖の使用量が多いという理由によりアイルランド????では主食認定されなかった、とかなんとか。\n\nhttps://t.co/AFEM9cqxtu
1704661739713995202,食べてるんだけど、という証言がでてくるわでてくるわ…\nhttps://t.co/UO0Q6eZZan
1704661739713995202,彼女が食べないだけなのでしょう。イギリス人はを主語にするのは、立場を考慮すると、アウトな発言に思えますね。
1704661739713995202,大人と子供の場合「ジェンダー」は無関係だろw
1704661739713995202,世代対立煽ってる連中に同調してるクセに、「世代」の違いに文句言うってどこまでアホなのかという感想しか無いw
1704661739713995202,甘いパンも作っている事を知って言ってるんだろうか？\n甘いパンを食べる日本人を貶したのか？
1704661739713995202,そもそもメシがクソまずい国から来た奴に言われてもねえ。
1704661739713995202,昔短期留学でロンドンに滞在した事ありますが、焼いた食パンにブラックカラント(黒すぐり)の甘いジャム付けて普通に食べてましたよw\n滞在期間を延長したので、ホームステイ先を幾つか変えましたが、どこの家庭でも似たような感じでした。イングランドでも甘いパン食べると思います??
1704661739713995202,もち
1704661739713995202,おやぁ？こういうのって、「多様性に乏しい」とか言うんじゃないんですか？こういう人達。
1704661739713995202,イギリスに食べ物の話しされたくない
1704661739713995202,鬼畜米英＋以はキザったらしい輩が鼻に付く。\nカッコイイわけでもない癖にナルシシズムを丸出しにしやがるところがまた「豆腐の角に頭ぶつけて死ね！」という台詞が相応しい人種だ。\nこの世から絶滅させる必要がある。
1704661739713995202,わざわざ酷評をする為に訪問したんだろか？
1704661739713995202,おはぎ界隈の皆様すみませんでしたw
1704661739713995202,イギリスのパンは、フランスのパンに比べて400年遅れている　味の面で
1704661739713995202,周回遅れなコトに気付いていない…
1704661739713995202,嫌味と皮肉は世界一ですからwww
1704661739713995202,イギリスって飯がまずいで有名な癖に食事に関しては、上からもの語れる立場ではないやろと…
1704661739713995202,かな小童は血、た、た、筒な筒な
1704661739713995202,このババアの感性があまりにも古いだけなのに正論ぶってんの恥ずかしすぎる
1704661739713995202,うるせぇ黙れ。\n\nナショナルローフのトーストサンドイッチを口ん中突っ込んでやろうか (  ? ?  ? ??)
1704661739713995202,強い
1704661739713995202,フィッシュ&amp;チップスとハギスしか有名料理ないイギリスに料理のこと言われてもなんにも悔しくないわ。言わせておけばいい。
1704661739713995202,歴史を考えたら当たり前なんだけどね\n向こうじゃ飯だけど、こっちじゃアンパンから広まったんだから甘いことこそマストなのよね。
1704661739713995202,ほ?ん…\n\nで ？ だ か ら 何 ？\n\n美 味 し け り ゃ そ れ で い い じ ゃ ん\n\nと思ったヒョロガリです()
1704661739713995202,ジャムとか塗ってましたけど、、、、、
1704661739713995202,メシマズの国が何か？と返しておこう。
1704661739713995202,甘いパンは、先に食べない。パンを甘くしたら、デザート感覚で後に食べます。\n\nイギリスのマナー研修でやってましたね。
1704661739713995202,流石ブリカスの大使w\n\n悪意なく他者を貶めるムーブは大航海時代から変わらぬ貴国の姿勢ですな
1704661739713995202,日本も核を持つべきですね。\nボタンに指をかけながら「誠に遺憾だ」と言えば震え上がるでしょう
1704661739713995202,把瑠都だか琴欧洲が日本の食生活で何がキツかったか聞かれたところ、「ご飯にしょっぱいものを合わせるのがキツかった」って答えたという話を聞いたことがある
1704661739713995202,だから「え？イギリスって食い物あるの！？」って揶揄されるんだろうねっd(&gt;ω&lt;｡)
1704661739713995202,違いないw
1704661739713995202,ジャニーの件で追いついたんじゃないかな,1
1704661739713995202,食べないんじゃなく発想すらないセンスだから劣等感で嫌味を言うしか出来ないんだろう。
1704661739713995202,おはぎはもち米（うるち米）だから(^-^\nそこは普通に白米にバター乗せて（コレは有り、バターの塩気が食欲をそそる逸品）に更にグラニュー糖をこってりまぶして食べる感じかしら
1704661739713995202,男が男にだから？
1704661739713995202,肯定的に見える\n\n試食の際には「イギリスでは大人は甘いパンを食べない」「こういったパンが広まっているのはいいことですね」と感想を述べたそうだ。
1704661739713995202,閉鎖的なコミュニティで多くの少年少女を性の犠牲にしてきたイギリス様に、ジャニーの件が噂ではなく広く明るみになった今、日本も追いついたのではないか？\nという皮肉です
1704661739713995202,なんだろう、「なんで？」って返ってきたら答えを言うつもりが察しのいい諸賢は言わなくても分かっちまってるようだな
1704661739713995202,イギリスはいまだに階級差きつい国だし、ミドル以上は甘いパン食べなくて、そこを分母にしちゃってるんじゃないの？\n多数を占める労働者階級や移民たちは甘いパン食べてるよきっと
1704661739713995202,男尊女卑ですよ日本は
1704661739713995202,息を吐くように人種差別するエゲレスですよ？なにマジに対応してるのやら??\n子供が俺最強！と言っているのと何ら変わりないのに
1704661739713995202,菓子パン自体は日本がやたら発展してるのは確か。でもそもそもジェンダー進めすぎて自分の国の首絞めてる連中にどうのこうの言われたくない
1704661739713995202,イギリスでは(正常な)大人はマンガやアニメは観ない。\n日本は いい歳した大人がアニメやマンガを見ている。しかも小児性愛の狂った内容だ。\n\nと、イギリス人に言われたら？
1704661739713995202,ご飯にふりかけかけて食うような感覚なのかもｗ
1704661739713995202,ふと思い出されるこのシーン。\n#闇金ウシジマくん\n#まいたん
1704661739713995202,ロンドンで泊まった時、安宿でも朝食のトーストにはイチゴジャムかマーマレードもついてきたんですけど…？\n今日日のロンドンっていろんな国の食べ物屋さんがあるから、甘いチョコデニッシュとかチョコクロワッサンもあるのに…??って。
1704910592539242975,1970年を下回るって、世界がブルブルした奇跡の高度成長をふいにしたみたいだな。凄いことなってきました。
1704910592539242975,円安の恩恵をロンドンで享受しています(皮肉です)。,1
1704910592539242975,円安もそうですが、すごく気になってるのは円の値動き。\n最近は安止まりしてますがここ数ヶ月くらい1日で1円以上円ドルが動く日が普通に何日も続いたんですよね。\nこれ弱い通貨の値動きにしか見えなくて。
1704910592539242975,過去の栄光ですね?? せっかく世界をブルブルさせたのに???? これからはHentaiJapanでブルブルさせるしかないのか(違)
1704910592539242975,どうやったら、ここまで没落できるのか
1704910592539242975,仕方がないやん\nハイテク化・多民族化・改良人間化した\n１９６０年代の日本に戻るんじゃね
1704910592539242975,20世紀少年、小学校からやり直し
1704910592539242975,高度成長の逆をやってます
1704910592539242975,安倍さん、日本を取り戻せましたね！
1704910592539242975,実感として、そんなもんでしょう。
1704910592539242975,みなさん大好きA倍様のお陰・・・。??
1704910592539242975,やはり安倍は日本を破壊することにおいては天才的だったということだ、さすがに統一教会が見込んだだけのことはある。
1704910592539242975,日本オワタ＼(^o^)／\n\nもう浸水して、\n足元まで海水が来ていて、\n沈没しつつある船に乗ってる気分やわ??
1704910592539242975,その通りですね、過去の蓄積があった150兆円(日本の税収3年分)も安倍・岸田でバラ撒かれてしまい、少子化で人口減少、国連総会の岸田演説ガラガラ空席を言うマスコミは1社も無く、第二次世界大戦の大本営発表と同じ状態??\n今はガダルカナルの大勝利から転戦するあたり。
1704910592539242975,史上稀に見る経済愚策であるアベノミクスの結果です。その責任は安倍政権を支持した国民にあります。国民が自ら貧乏国に転落する道を選んだのです。
1704910592539242975,1人のカルト独裁者(しかし国民有権者は自ら選んだ…??)にここまで国家社会を変えられてしまう、という全く経験したくない歴史的事例を痛切に実感します\nこれを取り戻すのにまた30年、と単純にもいかないでしょうし、本当に人の一生は政治社会に振り回されてしまうものですね…主権者の自覚責任は甚大??
1704910592539242975,今朝のNHK、GDPの伸び率が過去最大とか、岸田の政見をそのまま放送してた。岸田、危機感なさそう。
1704910592539242975,「円安なのに貿易赤字？」というツイートがあった。\nそもそも輸出はGDPの14-15%で日本は内需の国。\nトヨタの話題でメディアも「日本は輸出大国」と刷り込まれてるだけ。\n自国通貨が安い事で良いことなどない。\nインバウンドが多少増えたところで、国力は落ちるだけ。
1704910592539242975,今の日本が最悪なのは、こういう失策があっても、例えば「円安は良いことだ」とか「海外は◯◯だ」「批判をしている人間が悪い」など、失敗を認めずに、誤魔化し論法（隠蔽）を使うこと。\n御用達の言論人含めて。\nこれはブラック企業や万年最下位の体質と同じだから、沈没するだけです。
1704910592539242975,現実をどうぞｗ https://t.co/vpKLwEfxyx
1704910592539242975,憲法９条が世界での輝き　と　日本経済の世界での輝き　が比例していた。\nhttps://t.co/JMhLvYU9Wj
1704910592539242975,1ドル360円を下回った…\n昭和日本を知らない世代には良い経験かも…\n体験しないと分からないからね
1704910592539242975,結局グローバルスタンダードとやらで世界と同じことやってたら英語をベースに持っていない非効率さや少子高齢とかの人口ハンデでそれなりの国力に落ち着くってだけですね
1704910592539242975,https://t.co/Y311DJPti4
1704910592539242975,経済戦争に国破れて山河メチャクチャ…??????
1704910592539242975,これで輸出企業がバブル並みの好景気で盛り上がってるかというと、そんなことはないわけで、現状円安は害しかないですね。
1704910592539242975,一気に終戦直後？戦中？戦前？まで逆戻りですか？！\nさすがは、#大日本反社カルト自民党政権????????
1704910592539242975,1970年といえば大阪万博の年。\n日本は戦後復興を果たし、益々発展するという希望に溢れた時代でした。\nあれから半世紀。\n愚昧な政権が続き、特に小泉以降、日本はおかしくなったと思います。\nさらに安倍・菅・岸田は、やること為すこと全て逆様。\n先人が積み上げた遺産を食いつぶしてしまいました。
1704910592539242975,これでも多くの日本人は民主主義で平和で、\n今まで通りで、いろいろと信じている者が多い。\nとても不思議で仕方ない。
1704910592539242975,最近は日本から「出稼ぎ」や「移住」でなく「脱出」という表現に変わってきたという話しも職場の同僚から聞きました。\n\n本当に凄いことになってきましたね。
1704910592539242975,因果応報の歴史\n\n円の実力を作ったのは、1980年代の団塊の世代(戦後の1947年（昭和22年）4月2日?1950年（昭和25年）4月1日[2]に生まれ)\n\n就職氷河期を強いたのは1990年代に親になった団塊の世代、犠牲は子供の団塊ジュニア世代\n\n円を没落させているのも令和時代に後期高齢者になった団塊の世代
1704910592539242975,カルト通貨アベコイン
1704910592539242975,晋のお父様
1704910592539242975,あの頃の勢いを失速させたのは誰か？
1704910592539242975,安倍政権で、ここまで落ちたとしか思えないよねーー？この後どうすんの？ばら撒く貯金なくなったら、侵略されて、国がなくなりそう？
1704910592539242975,国民有識者は自ら選んだと言いますが直接はえらべてないという()
1704910592539242975,中国、韓国と合わせて東亜の冬とか言われそう
1704910592539242975,そして円高になれば輸出ガーと…\n無敵だな！
1704910592539242975,「気分はもう戦争」を地で行ってますね。
1704910592539242975,物価が上がるはずだよ
1704910592539242975,私たちの祖父母と父母の世代が、加害者としても、被害者としても、あの酷い経験をした戦争を何とか乗り越えて、この平和の礎を築いてくれたのに、私たちの世代が全部、食い潰すどころか、時代を逆行させ、後進衰退国にまで貶めて仕舞いました。私たち自身が過ちを認める所から始めないといけません。
